Sample	Top over-represented sequence	Sum of remaining over-represented sequences
home | gabe | qmac | analyses | qc | OAK-MOR-001606_S34_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001606_S34_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001607_S35_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001607_S35_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001608_S65_L001_R1_001	0.33670033670033667	99.66329966329937
home | gabe | qmac | analyses | qc | OAK-MOR-001608_S65_L001_R2_001	0.33670033670033667	99.66329966329937
home | gabe | qmac | analyses | qc | OAK-MOR-001609_S66_L001_R1_001	1.2195121951219512	98.780487804878
home | gabe | qmac | analyses | qc | OAK-MOR-001609_S66_L001_R2_001	1.2195121951219512	98.780487804878
home | gabe | qmac | analyses | qc | OAK-MOR-001610_S36_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001610_S36_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001611_S37_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001611_S37_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001612_S67_L001_R1_001	2.3255813953488373	97.67441860465108
home | gabe | qmac | analyses | qc | OAK-MOR-001612_S67_L001_R2_001	2.3255813953488373	97.67441860465108
home | gabe | qmac | analyses | qc | OAK-MOR-001613_S38_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001613_S38_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001614_S39_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001614_S39_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001615_S68_L001_R1_001	0.6993006993006993	99.30069930069872
home | gabe | qmac | analyses | qc | OAK-MOR-001615_S68_L001_R2_001	0.6993006993006993	99.30069930069872
home | gabe | qmac | analyses | qc | OAK-MOR-001617_S69_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001617_S69_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001620_S40_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001620_S40_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001621_S70_L001_R1_001	5.555555555555555	94.44444444444446
home | gabe | qmac | analyses | qc | OAK-MOR-001621_S70_L001_R2_001	5.555555555555555	94.44444444444446
home | gabe | qmac | analyses | qc | OAK-MOR-001622_S41_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001622_S41_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001623_S71_L001_R1_001	1.9607843137254901	98.03921568627453
home | gabe | qmac | analyses | qc | OAK-MOR-001623_S71_L001_R2_001	0.9803921568627451	99.01960784313727
home | gabe | qmac | analyses | qc | OAK-MOR-001625_S42_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001625_S42_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001626_S72_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001626_S72_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001628_S162_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001628_S162_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001628_S42_L001_R1_001	0.12374117154333797	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001628_S42_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001628_S80_L001_R1_001	0.851063829787234	99.14893617021235
home | gabe | qmac | analyses | qc | OAK-MOR-001628_S80_L001_R2_001	0.851063829787234	99.14893617021235
home | gabe | qmac | analyses | qc | OAK-MOR-001629_S73_L001_R1_001	5.555555555555555	94.44444444444446
home | gabe | qmac | analyses | qc | OAK-MOR-001629_S73_L001_R2_001	5.555555555555555	94.44444444444446
home | gabe | qmac | analyses | qc | OAK-MOR-001630_S74_L001_R1_001	2.7027027027027026	97.29729729729743
home | gabe | qmac | analyses | qc | OAK-MOR-001630_S74_L001_R2_001	2.7027027027027026	97.29729729729743
home | gabe | qmac | analyses | qc | OAK-MOR-001631_S163_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001631_S163_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001631_S43_L001_R1_001	0.11619688784005558	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001631_S43_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001632_S164_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001632_S164_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001632_S44_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001632_S44_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001632_S81_L001_R1_001	1.2048192771084338	98.79518072289166
home | gabe | qmac | analyses | qc | OAK-MOR-001632_S81_L001_R2_001	1.2048192771084338	98.79518072289166
home | gabe | qmac | analyses | qc | OAK-MOR-001633_S165_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001633_S165_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001633_S45_L001_R1_001	0.10706932052161977	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001633_S45_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001634_S166_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001634_S166_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001634_S46_L001_R1_001	0.10394756151249818	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001634_S46_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001635_S75_L001_R1_001	0.6944444444444444	99.30555555555608
home | gabe | qmac | analyses | qc | OAK-MOR-001635_S75_L001_R2_001	0.6944444444444444	99.30555555555608
home | gabe | qmac | analyses | qc | OAK-MOR-001636_S76_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001636_S76_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001639_S167_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001639_S167_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001639_S47_L001_R1_001	0.10503925842283554	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001639_S47_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001640_S168_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001640_S168_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001640_S48_L001_R1_001	0.10228940875160071	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001640_S48_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001641_S169_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001641_S169_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001641_S49_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001641_S49_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001643_S77_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001643_S77_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001644_S170_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001644_S170_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001644_S50_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001644_S50_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001645_S171_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001645_S171_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001645_S51_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001645_S51_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001646_S172_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001646_S172_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001646_S52_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001646_S52_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001647_S173_L007_R1_001	0.2285714285714286	99.77142857142825
home | gabe | qmac | analyses | qc | OAK-MOR-001647_S173_L007_R2_001	0.1142857142857143	99.88571428571396
home | gabe | qmac | analyses | qc | OAK-MOR-001648_S78_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001648_S78_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001649_S79_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001649_S79_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001650_S174_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001650_S174_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001650_S54_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001650_S54_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001651_S161_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001651_S161_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001651_S41_L001_R1_001	0.11320123241689553	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001651_S41_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001652_S175_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001652_S175_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001652_S55_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001652_S55_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006133_S176_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006133_S176_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006133_S56_L001_R1_001	0.1027490473598258	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006133_S56_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006134_S177_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006134_S177_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006134_S57_L001_R1_001	0.11152398714864012	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006134_S57_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006135_S178_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006135_S178_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006135_S58_L001_R1_001	0.11639552824621714	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006135_S58_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006136_S179_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006136_S179_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006136_S59_L001_R1_001	0.11365332292467883	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006136_S59_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006137_S180_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006137_S180_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006137_S60_L001_R1_001	0.10053162486368594	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006137_S60_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006138_S181_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006138_S181_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006138_S61_L001_R1_001	0.10153062201873528	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006138_S61_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006139_S182_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006139_S182_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006139_S62_L001_R1_001	0.13042668157257314	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006139_S62_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006140_S183_L007_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006140_S183_L007_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006140_S63_L001_R1_001	0.12698006687007837	0.0
home | gabe | qmac | analyses | qc | SYST-MOR-006140_S63_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | Undetermined_S0_L007_R1_001	0.5294752296383696	0.0
home | gabe | qmac | analyses | qc | Undetermined_S0_L007_R2_001	0.8064464053155322	0.0
home | gabe | qmac | analyses | qc | WT_6980_EGX_P1_S31_L001_R1_001	0.26124443738080105	0.0
home | gabe | qmac | analyses | qc | WT_6980_EGX_P1_S31_L001_R2_001	0.11125238397965671	0.0
