mukey,ind_ID,lat,long,ffd,areasymbol,musym,muname,caco3_r,cec7_r,ec_r,ecec_r,gypsum_r,ph1to1h2o_r,claytotal_r,sandtotal_r,silttotal_r,dbthirdbar_r,lep_r,om_r,ksat_r,awc_r,pondfreqcl_dc,flodfreqcl_dc,drclassdcd,aws0100wta,surf_texture,min_surf_texture,total_aws,avg_soildepth
2108701,QUE001529,41.725382,-87.86371,154,IL031,23A,Blount silt loam; Lake Michigan Lobe; 0 to 2 percent slopes,6.7,14.11,0,12.5,0,6.63,32.07,14.01,53.92,1.51,2.94,0.81,4.11,0.15,None,None,Somewhat poorly drained,14.45,sil,sil,18.67,152
2108701,QUE001528,41.7258,-87.865461,154,IL031,23A,Blount silt loam; Lake Michigan Lobe; 0 to 2 percent slopes,6.7,14.11,0,12.5,0,6.63,32.07,14.01,53.92,1.51,2.94,0.81,4.11,0.15,None,None,Somewhat poorly drained,14.45,sil,sil,18.67,152
2108716,QUE001536,41.72124,-87.866644,154,IL031,530B,Ozaukee silt loam; 2 to 4 percent slopes,4.85,14.42,0,NA,0,7.03,33.4,11.64,54.96,1.57,2.42,0.57,3.38,0.14,None,None,Moderately well drained,13.79,sil,sil,18.52,NA
2108716,QUE001527,41.726608,-87.866086,154,IL031,530B,Ozaukee silt loam; 2 to 4 percent slopes,4.85,14.42,0,NA,0,7.03,33.4,11.64,54.96,1.57,2.42,0.57,3.38,0.14,None,None,Moderately well drained,13.79,sil,sil,18.52,NA
2108716,QUE001486,41.721732,-87.866425,154,IL031,530B,Ozaukee silt loam; 2 to 4 percent slopes,4.85,14.42,0,NA,0,7.03,33.4,11.64,54.96,1.57,2.42,0.57,3.38,0.14,None,None,Moderately well drained,13.79,sil,sil,18.52,NA
2108716,QUE001531,41.721522,-87.852271,154,IL031,530B,Ozaukee silt loam; 2 to 4 percent slopes,4.85,14.42,0,NA,0,7.03,33.4,11.64,54.96,1.57,2.42,0.57,3.38,0.14,None,None,Moderately well drained,13.79,sil,sil,18.52,NA
2108716,QUE001534,41.718213,-87.866311,154,IL031,530B,Ozaukee silt loam; 2 to 4 percent slopes,4.85,14.42,0,NA,0,7.03,33.4,11.64,54.96,1.57,2.42,0.57,3.38,0.14,None,None,Moderately well drained,13.79,sil,sil,18.52,NA
2108716,QUE001535,41.718543,-87.866416,154,IL031,530B,Ozaukee silt loam; 2 to 4 percent slopes,4.85,14.42,0,NA,0,7.03,33.4,11.64,54.96,1.57,2.42,0.57,3.38,0.14,None,None,Moderately well drained,13.79,sil,sil,18.52,NA
2108717,QUE002511,41.70382,-87.86566,154,IL031,530C,Ozaukee silt loam; 4 to 6 percent slopes,3.55,14.54,0,NA,0,6.91,32.49,11.27,56.24,1.54,2.59,0.61,4.35,0.15,None,None,Moderately well drained,14.64,sil,sil,19.35,NA
2108718,QUE002503,41.71076,-87.86585,154,IL031,530C2,Ozaukee silt loam; 4 to 6 percent slopes; eroded,4.3,15.77,0,NA,0,7.11,35.58,11.64,52.78,1.57,2.72,0.64,3.07,0.13,None,None,Moderately well drained,13.16,sil,sil,17.84,NA
2108721,QUE002496,41.71553,-87.86614,154,IL031,530D,Ozaukee silt loam; 6 to 12 percent slopes,1.55,16.28,0,NA,0,6.27,32.75,11.15,56.1,1.53,2.87,0.68,4.94,0.15,None,None,Moderately well drained,15.32,sil,sil,19.98,NA
2108721,QUE001526,41.724335,-87.859901,154,IL031,530D,Ozaukee silt loam; 6 to 12 percent slopes,1.55,16.28,0,NA,0,6.27,32.75,11.15,56.1,1.53,2.87,0.68,4.94,0.15,None,None,Moderately well drained,15.32,sil,sil,19.98,NA
2108721,QUE002495,41.71554,-87.86613,154,IL031,530D,Ozaukee silt loam; 6 to 12 percent slopes,1.55,16.28,0,NA,0,6.27,32.75,11.15,56.1,1.53,2.87,0.68,4.94,0.15,None,None,Moderately well drained,15.32,sil,sil,19.98,NA
2108725,QUE002510,41.70489,-87.86563,154,IL031,530E,Ozaukee silt loam; 12 to 20 percent slopes,3.75,14.55,0,NA,0,7.04,32.53,11.7,55.77,1.55,2.43,0.69,3.74,0.14,None,None,Moderately well drained,14.19,sil,sil,18.85,152
2108731,QUE001483,41.718158,-87.866097,154,IL031,232A,Ashkum silty clay loam; 0 to 2 percent slopes,0,28.13,0,NA,0,6.99,37.72,8.26,54.02,1.44,6.72,2.13,2.82,0.14,Frequent,None,Poorly drained,14.32,sicl,sicl,20.46,152
2108731,QUE001489,41.723086,-87.86617,154,IL031,232A,Ashkum silty clay loam; 0 to 2 percent slopes,0,28.13,0,NA,0,6.99,37.72,8.26,54.02,1.44,6.72,2.13,2.82,0.14,Frequent,None,Poorly drained,14.32,sicl,sicl,20.46,152
2108731,QUE001533,41.71809,-87.866302,154,IL031,232A,Ashkum silty clay loam; 0 to 2 percent slopes,0,28.13,0,NA,0,6.99,37.72,8.26,54.02,1.44,6.72,2.13,2.82,0.14,Frequent,None,Poorly drained,14.32,sicl,sicl,20.46,152
2108731,QUE001532,41.718072,-87.866357,154,IL031,232A,Ashkum silty clay loam; 0 to 2 percent slopes,0,28.13,0,NA,0,6.99,37.72,8.26,54.02,1.44,6.72,2.13,2.82,0.14,Frequent,None,Poorly drained,14.32,sicl,sicl,20.46,152
2108738,QUE001530,41.725689,-87.862598,154,IL031,298B,Beecher silt loam; 2 to 4 percent slopes,1.32,15.2,0.2,NA,0,6.96,32.22,8.94,58.84,1.51,2.83,1.25,3.92,0.15,None,None,Somewhat poorly drained,14.83,sil,sil,17.19,NA
2108755,QUE002502,41.71129,-87.86589,154,IL031,330A,Peotone silty clay loam; 0 to 2 percent slopes,0,31.9,0,NA,0,7.19,38.9,5.31,55.79,1.4,6.98,3.15,2.82,0.17,Frequent,None,Very poorly drained,16.56,sicl,sicl,24.86,152
2108755,QUE001488,41.721525,-87.86057,154,IL031,330A,Peotone silty clay loam; 0 to 2 percent slopes,0,31.9,0,NA,0,7.19,38.9,5.31,55.79,1.4,6.98,3.15,2.82,0.17,Frequent,None,Very poorly drained,16.56,sicl,sicl,24.86,152
2108755,QUE001487,41.721525,-87.86057,154,IL031,330A,Peotone silty clay loam; 0 to 2 percent slopes,0,31.9,0,NA,0,7.19,38.9,5.31,55.79,1.4,6.98,3.15,2.82,0.17,Frequent,None,Very poorly drained,16.56,sicl,sicl,24.86,152
2108767,QUE000136,41.740864,-87.860335,156,IL031,494B,Kankakee fine sandy loam; 2 to 4 percent slopes,4.7,11.19,0,NA,0,7.09,15.3,51.96,32.74,1.54,1.74,1.06,20.53,0.13,None,None,Well drained,13.01,fsl,fsl,18.03,152
2375836,QUE002585,44.46733,-103.84975,112,SD081,Q0560C,Rapidreek gravelly loam; 2 to 10 percent slopes; rarely flooded,34.5,5.44,1.02,NA,0,8.11,12.83,63.96,23.21,1.49,0.59,1.11,34.21,0.05,None,Rare,Somewhat excessively drained,5.59,gr-l,gr-l,12.05,NA
2375836,QUE002589,44.4337,-103.87411,110,SD081,Q0560C,Rapidreek gravelly loam; 2 to 10 percent slopes; rarely flooded,34.5,5.44,1.02,NA,0,8.11,12.83,63.96,23.21,1.49,0.59,1.11,34.21,0.05,None,Rare,Somewhat excessively drained,5.59,gr-l,gr-l,12.05,NA
2431379,QUE001410,32.3582421,-89.547185,201,MS123,KpB,Kipling silty clay loam; 2 to 5 percent slopes,0,24.8,0,12.2,0,5.9,45.96,6.95,47.09,1.39,7.02,0.38,0.92,0.21,None,None,Somewhat poorly drained,21,sil,sil,37.91,183
2431379,QUE001409,32.3582421,-89.547185,201,MS123,KpB,Kipling silty clay loam; 2 to 5 percent slopes,0,24.8,0,12.2,0,5.9,45.96,6.95,47.09,1.39,7.02,0.38,0.92,0.21,None,None,Somewhat poorly drained,21,sil,sil,37.91,183
2431379,QUE001400,32.3582421,-89.547185,201,MS123,KpB,Kipling silty clay loam; 2 to 5 percent slopes,0,24.8,0,12.2,0,5.9,45.96,6.95,47.09,1.39,7.02,0.38,0.92,0.21,None,None,Somewhat poorly drained,21,sil,sil,37.91,183
2431379,QUE001403,32.3582421,-89.547185,201,MS123,KpB,Kipling silty clay loam; 2 to 5 percent slopes,0,24.8,0,12.2,0,5.9,45.96,6.95,47.09,1.39,7.02,0.38,0.92,0.21,None,None,Somewhat poorly drained,21,sil,sil,37.91,183
2431379,QUE001406,32.3582421,-89.547185,201,MS123,KpB,Kipling silty clay loam; 2 to 5 percent slopes,0,24.8,0,12.2,0,5.9,45.96,6.95,47.09,1.39,7.02,0.38,0.92,0.21,None,None,Somewhat poorly drained,21,sil,sil,37.91,183
2431379,QUE001408,32.3582421,-89.547185,201,MS123,KpB,Kipling silty clay loam; 2 to 5 percent slopes,0,24.8,0,12.2,0,5.9,45.96,6.95,47.09,1.39,7.02,0.38,0.92,0.21,None,None,Somewhat poorly drained,21,sil,sil,37.91,183
2431379,QUE001411,32.3582421,-89.547185,201,MS123,KpB,Kipling silty clay loam; 2 to 5 percent slopes,0,24.8,0,12.2,0,5.9,45.96,6.95,47.09,1.39,7.02,0.38,0.92,0.21,None,None,Somewhat poorly drained,21,sil,sil,37.91,183
2431379,QUE001412,32.3582421,-89.547185,201,MS123,KpB,Kipling silty clay loam; 2 to 5 percent slopes,0,24.8,0,12.2,0,5.9,45.96,6.95,47.09,1.39,7.02,0.38,0.92,0.21,None,None,Somewhat poorly drained,21,sil,sil,37.91,183
2499062,QUE000322,31.97917,-104.75417,192,TX625,MCB,McKittrick-Riverwash complex; flooded; 0 to 3 percent slopes,24.7,11.74,0.4,NA,0,7.52,14.05,66.62,19.33,1.35,2.12,0.53,9,0.05,None,Frequent,Well drained,5.12,gr-sl,gr-sl,6.83,157
2501325,QUE001929,37.1574,-91.36496,147,MO203,99013,Riverwash; frequently flooded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Frequent,Excessively drained,1,grx-cos,grx-cos,2,NA
2501325,QUE001930,37.1574,-91.36496,147,MO203,99013,Riverwash; frequently flooded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Frequent,Excessively drained,1,grx-cos,grx-cos,2,NA
2501325,QUE001933,37.15687,-91.36471,147,MO203,99013,Riverwash; frequently flooded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Frequent,Excessively drained,1,grx-cos,grx-cos,2,NA
2501325,QUE001936,37.15758,-91.36513,147,MO203,99013,Riverwash; frequently flooded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Frequent,Excessively drained,1,grx-cos,grx-cos,2,NA
2501325,QUE001932,37.15729,-91.36499,147,MO203,99013,Riverwash; frequently flooded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Frequent,Excessively drained,1,grx-cos,grx-cos,2,NA
2501377,QUE001366,43.219807,-90.305408,131,WI103,1743F,Council-Elevasil-Norden complex; 20 to 45 percent slopes; rocky,0,10.24,0,5.86,0,5.35,12.42,53.59,33.98,1.56,0.94,1.54,21.79,0.16,None,None,Well drained,15.68,mpm,sl,23.31,103
2501585,QUE002175,38.46608,-90.8094,164,MO071,60254,Useful silt loam; 15 to 20 percent slopes,0,17.77,0.2,11,0,5.36,33.4,7.03,59.57,1.42,2.58,0.78,2.36,0.14,None,None,Moderately well drained,13.67,sil,sil,17.43,1
2501629,QUE002226,37.15758,-91.30513,150,MO203,73140,Clarksville-Scholten complex; 15 to 45 percent slopes; very stony,0,NA,0.32,7.04,0,4.95,21.66,29.57,48.77,1.49,0.71,2.38,17.16,0.09,None,None,Somewhat excessively drained,9.41,spm,grv-sil,15.64,200
2501760,QUE002193,38.51347,-90.55741,191,MO189,73202,Rueter gravelly silt loam; 3 to 15 percent slopes; very stony,0,NA,0.2,8.83,0,5.06,24.34,26.24,49.42,1.44,1.23,1.01,7.17,0.11,None,None,Somewhat excessively drained,10.84,gr-sil,gr-sil,16.15,200
2504291,QUE001368,43.215162,-90.304929,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001384,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001367,43.218371,-90.303809,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001362,43.239139,-90.307985,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001377,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001365,43.233824,-90.30431,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001364,43.223441,-90.303845,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001385,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001386,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001387,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001388,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001389,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001372,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001373,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001374,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001393,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001363,43.23857,-90.306989,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001378,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001392,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001390,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504291,QUE001391,43.264793,-90.303891,131,WI103,1648A,Northbend-Ettrick silt loams; 0 to 3 percent slopes; frequently flooded,0,19.35,0,3.6,0,5.04,15.87,29.44,54.69,1.42,1.32,2.52,15.6,0.2,None,Frequent,Somewhat poorly drained,20.51,sil,sil,34.39,200
2504320,QUE001376,43.240287,-90.302314,131,WI103,21A,Palms muck; 0 to 1 percent slopes; frequently flooded,0,119.1,0,NA,NA,NA,0,0,0,0.28,NA,55,21.88,0.4,Frequent,Frequent,Very poorly drained,38.54,muck,sil,49.08,152
2504320,QUE001371,43.241424,-90.302268,131,WI103,21A,Palms muck; 0 to 1 percent slopes; frequently flooded,0,119.1,0,NA,NA,NA,0,0,0,0.28,NA,55,21.88,0.4,Frequent,Frequent,Very poorly drained,38.54,muck,sil,49.08,152
2504320,QUE001375,43.240287,-90.302314,131,WI103,21A,Palms muck; 0 to 1 percent slopes; frequently flooded,0,119.1,0,NA,NA,NA,0,0,0,0.28,NA,55,21.88,0.4,Frequent,Frequent,Very poorly drained,38.54,muck,sil,49.08,152
2504320,QUE001369,43.243623,-90.303741,131,WI103,21A,Palms muck; 0 to 1 percent slopes; frequently flooded,0,119.1,0,NA,NA,NA,0,0,0,0.28,NA,55,21.88,0.4,Frequent,Frequent,Very poorly drained,38.54,muck,sil,49.08,152
2504320,QUE001370,43.241424,-90.302268,131,WI103,21A,Palms muck; 0 to 1 percent slopes; frequently flooded,0,119.1,0,NA,NA,NA,0,0,0,0.28,NA,55,21.88,0.4,Frequent,Frequent,Very poorly drained,38.54,muck,sil,49.08,152
2532847,QUE002187,38.51089,-90.55987,190,MO189,60001,Menfro silt loam; 5 to 9 percent slopes; eroded,0,22.74,1,NA,0,5.68,29.09,4.53,66.38,1.29,3.99,1.05,5.1,0.19,None,None,Well drained,19.36,sil,sil,38.36,200
2532847,QUE002189,38.51135,-90.55921,190,MO189,60001,Menfro silt loam; 5 to 9 percent slopes; eroded,0,22.74,1,NA,0,5.68,29.09,4.53,66.38,1.29,3.99,1.05,5.1,0.19,None,None,Well drained,19.36,sil,sil,38.36,200
2532847,QUE002188,38.51146,-90.55917,190,MO189,60001,Menfro silt loam; 5 to 9 percent slopes; eroded,0,22.74,1,NA,0,5.68,29.09,4.53,66.38,1.29,3.99,1.05,5.1,0.19,None,None,Well drained,19.36,sil,sil,38.36,200
2533532,QUE002202,38.22441,-91.08194,160,MO071,66014,Haymond silt loam; 0 to 3 percent slopes; frequently flooded,0,13.08,1,NA,0,7.16,15.25,9.21,75.54,1.43,1.61,1.22,9,0.19,None,Frequent,Well drained,19.46,sil,sil,38.45,200
2533532,QUE002194,38.22685,-91.08245,160,MO071,66014,Haymond silt loam; 0 to 3 percent slopes; frequently flooded,0,13.08,1,NA,0,7.16,15.25,9.21,75.54,1.43,1.61,1.22,9,0.19,None,Frequent,Well drained,19.46,sil,sil,38.45,200
2533532,QUE002208,38.22826,-91.08238,160,MO071,66014,Haymond silt loam; 0 to 3 percent slopes; frequently flooded,0,13.08,1,NA,0,7.16,15.25,9.21,75.54,1.43,1.61,1.22,9,0.19,None,Frequent,Well drained,19.46,sil,sil,38.45,200
2533532,QUE002170,38.46187,-90.81498,164,MO071,66014,Haymond silt loam; 0 to 3 percent slopes; frequently flooded,0,13.08,1,NA,0,7.16,15.25,9.21,75.54,1.43,1.61,1.22,9,0.19,None,Frequent,Well drained,19.46,sil,sil,38.45,200
2533532,QUE002196,38.22667,-91.08296,160,MO071,66014,Haymond silt loam; 0 to 3 percent slopes; frequently flooded,0,13.08,1,NA,0,7.16,15.25,9.21,75.54,1.43,1.61,1.22,9,0.19,None,Frequent,Well drained,19.46,sil,sil,38.45,200
2533532,QUE002166,38.46385,-90.80547,164,MO071,66014,Haymond silt loam; 0 to 3 percent slopes; frequently flooded,0,13.08,1,NA,0,7.16,15.25,9.21,75.54,1.43,1.61,1.22,9,0.19,None,Frequent,Well drained,19.46,sil,sil,38.45,200
2533532,QUE002195,38.22665,-91.08285,160,MO071,66014,Haymond silt loam; 0 to 3 percent slopes; frequently flooded,0,13.08,1,NA,0,7.16,15.25,9.21,75.54,1.43,1.61,1.22,9,0.19,None,Frequent,Well drained,19.46,sil,sil,38.45,200
2533925,QUE002225,38.21733,-91.09339,155,MO071,70009,Goss gravelly silt loam; 8 to 15 percent slopes,0,14.32,0.2,NA,0,5.87,27.41,17.22,55.37,1.47,1.76,0.5,4.84,0.09,None,None,Well drained,9.4,gr-sil,gr-sil,18.03,200
2533925,QUE002219,38.21786,-91.09209,155,MO071,70009,Goss gravelly silt loam; 8 to 15 percent slopes,0,14.32,0.2,NA,0,5.87,27.41,17.22,55.37,1.47,1.76,0.5,4.84,0.09,None,None,Well drained,9.4,gr-sil,gr-sil,18.03,200
2533925,QUE002216,38.21713,-91.09208,155,MO071,70009,Goss gravelly silt loam; 8 to 15 percent slopes,0,14.32,0.2,NA,0,5.87,27.41,17.22,55.37,1.47,1.76,0.5,4.84,0.09,None,None,Well drained,9.4,gr-sil,gr-sil,18.03,200
2534519,QUE001858,37.97792,-92.76518,170,MO029,73042,Niangua-Bardley complex; 15 to 50 percent slopes; extremely stony,0,34.93,0.2,20.45,0,5.56,56.14,7.91,35.95,1.26,6.47,0.92,2.91,0.1,None,None,Well drained,9.24,grv-sil,grv-sil,11.67,1
2534519,QUE001860,37.97792,-92.76518,170,MO029,73042,Niangua-Bardley complex; 15 to 50 percent slopes; extremely stony,0,34.93,0.2,20.45,0,5.56,56.14,7.91,35.95,1.26,6.47,0.92,2.91,0.1,None,None,Well drained,9.24,grv-sil,grv-sil,11.67,1
2534519,QUE001839,37.97291,-92.76217,170,MO029,73042,Niangua-Bardley complex; 15 to 50 percent slopes; extremely stony,0,34.93,0.2,20.45,0,5.56,56.14,7.91,35.95,1.26,6.47,0.92,2.91,0.1,None,None,Well drained,9.24,grv-sil,grv-sil,11.67,1
2534519,QUE001835,37.97259,-92.762,170,MO029,73042,Niangua-Bardley complex; 15 to 50 percent slopes; extremely stony,0,34.93,0.2,20.45,0,5.56,56.14,7.91,35.95,1.26,6.47,0.92,2.91,0.1,None,None,Well drained,9.24,grv-sil,grv-sil,11.67,1
2534519,QUE001857,37.97793,-92.76516,170,MO029,73042,Niangua-Bardley complex; 15 to 50 percent slopes; extremely stony,0,34.93,0.2,20.45,0,5.56,56.14,7.91,35.95,1.26,6.47,0.92,2.91,0.1,None,None,Well drained,9.24,grv-sil,grv-sil,11.67,1
2534519,QUE001846,37.97414,-92.76266,170,MO029,73042,Niangua-Bardley complex; 15 to 50 percent slopes; extremely stony,0,34.93,0.2,20.45,0,5.56,56.14,7.91,35.95,1.26,6.47,0.92,2.91,0.1,None,None,Well drained,9.24,grv-sil,grv-sil,11.67,1
2534519,QUE001841,37.97316,-92.76227,170,MO029,73042,Niangua-Bardley complex; 15 to 50 percent slopes; extremely stony,0,34.93,0.2,20.45,0,5.56,56.14,7.91,35.95,1.26,6.47,0.92,2.91,0.1,None,None,Well drained,9.24,grv-sil,grv-sil,11.67,1
2534519,QUE001840,37.973,-92.76217,170,MO029,73042,Niangua-Bardley complex; 15 to 50 percent slopes; extremely stony,0,34.93,0.2,20.45,0,5.56,56.14,7.91,35.95,1.26,6.47,0.92,2.91,0.1,None,None,Well drained,9.24,grv-sil,grv-sil,11.67,1
2536161,QUE002176,38.51339,-90.57564,191,MO189,73509,Union silt loam; 8 to 15 percent slopes; eroded,0,11.3,0.2,10.73,0,5.08,29.21,9.65,61.14,1.43,2.05,0.74,6.89,0.14,None,None,Moderately well drained,13.77,sil,sil,18.18,NA
2536161,QUE002180,38.51456,-90.57724,191,MO189,73509,Union silt loam; 8 to 15 percent slopes; eroded,0,11.3,0.2,10.73,0,5.08,29.21,9.65,61.14,1.43,2.05,0.74,6.89,0.14,None,None,Moderately well drained,13.77,sil,sil,18.18,NA
2536161,QUE002183,38.51437,-90.57241,191,MO189,73509,Union silt loam; 8 to 15 percent slopes; eroded,0,11.3,0.2,10.73,0,5.08,29.21,9.65,61.14,1.43,2.05,0.74,6.89,0.14,None,None,Moderately well drained,13.77,sil,sil,18.18,NA
2561807,QUE002370,43.02158,-90.1181,134,WI049,1130F,Lacrescent-Dunbarton complex; very stony; 30 to 60 percent slopes,0.27,20.24,0,NA,0,6.91,25.29,24.42,50.29,1.35,2.37,1.93,16.08,0.16,None,None,Well drained,12.68,cb-sil,cb-sil,16.9,169
2561807,QUE002367,43.01685,-90.11481,125,WI049,1130F,Lacrescent-Dunbarton complex; very stony; 30 to 60 percent slopes,0.27,20.24,0,NA,0,6.91,25.29,24.42,50.29,1.35,2.37,1.93,16.08,0.16,None,None,Well drained,12.68,cb-sil,cb-sil,16.9,169
2561807,QUE002375,43.01817,-90.11679,125,WI049,1130F,Lacrescent-Dunbarton complex; very stony; 30 to 60 percent slopes,0.27,20.24,0,NA,0,6.91,25.29,24.42,50.29,1.35,2.37,1.93,16.08,0.16,None,None,Well drained,12.68,cb-sil,cb-sil,16.9,169
2561807,QUE002374,43.01828,-90.11701,125,WI049,1130F,Lacrescent-Dunbarton complex; very stony; 30 to 60 percent slopes,0.27,20.24,0,NA,0,6.91,25.29,24.42,50.29,1.35,2.37,1.93,16.08,0.16,None,None,Well drained,12.68,cb-sil,cb-sil,16.9,169
2561809,QUE002363,43.01628,-90.11329,125,WI049,1195F,Elkmound-Northfield complex; 30 to 60  percent slopes; very rocky,0,9.32,NA,NA,0,5.6,15.09,57.47,27.44,1.57,1.5,0.64,18.74,0.16,None,None,Well drained,8.01,sl,sl,9.12,NA
2567855,QUE002099,40.45791,-85.50685,147,IN053,GlrC,Glynwood silt loam; 6 to 12 percent slopes,5.86,20.88,0,14.38,0,6.6,35.66,22.72,41.62,1.61,4.5,0.93,2.79,0.14,None,None,Moderately well drained,14.42,sil,sil,20.78,NA
